rho,r_star_pct,K_eq,CV_c,CV_w,Gini_wealth,liquidity_premium_pp
0.0,3.930533250172937,5.616190104287947,12.510133725351757,67.47149624195752,0.36230288140617317,0.23613341649373343
0.3,3.7482495307922408,5.7528722113234245,14.263480757711381,68.41330558930014,0.3701108831785779,0.41841713587442986
0.6,3.4031635920206735,6.027316712477073,18.00181357499097,74.24722799117508,0.40134446396209,0.7635030746459971
0.9,2.7953732808431027,6.565765758897764,29.70212224140059,101.46006279233777,0.5235636903472125,1.371293385823568
