rho,r_star_pct,K_eq,liquidity_premium_pp,agg_MPC,Gini_wealth,pct_constrained
0.0,3.8963621233900425,5.640676835625568,0.27030454327662823,0.06357513009568112,0.4044646268496179,0.17661658810232778
0.3,3.7127558390299518,5.7794474548312404,0.45391082763671864,0.06932017367737607,0.3979775362024164,0.280550319563934
0.6,3.3694915771484415,6.055516530092589,0.7971750895182289,0.0776660255265986,0.41939625300096794,0.5948457056264597
0.9,2.7748591105143268,6.585405336801215,1.3918075561523438,0.10550733514487667,0.5344977121841017,3.460159194176554
